id,title,artist,album,img,rtime
3DCivYhjJMchrSQtoVzzWb,A Bitch Curious (feat. Sam Truth),"AG Club, Sam Truth",Fuck Your Expectations PT. 1,https://i.scdn.co/image/ab67616d00001e028a3c2e6e5a799caab8bc4e46,244871
0ZEFUsb2AVGup8SV3y3yXl,Nirvana,"Skepta, J Balvin",Nirvana,https://i.scdn.co/image/ab67616d00001e02629f0ae002c430f0d73c8ff3,198496
63BcfK6YAzJYeISaTPr6IO,Big Poppa - 2007 Remaster,The Notorious B.I.G.,Greatest Hits,https://i.scdn.co/image/ab67616d00001e02639fea4197e676cfe9512e04,249866
0ycIrEpkyb4lrqE7M1emju,Inhale,Bryson Tiller,A N N I V E R S A R Y,https://i.scdn.co/image/ab67616d00001e02008d8077814ce15da0085b47,171173
1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,Pop Smoke,Shoot For The Stars Aim For The Moon,https://i.scdn.co/image/ab67616d00001e0277ada0863603903f57b34369,160000
5VkuqayHiiU5ZHyYEH4Oeb,Dear Summer,"Memphis Bleek, JAY-Z",534,https://i.scdn.co/image/ab67616d00001e028015e92cc0f118abac720d55,173200
5TRPicyLGbAF2LGBFbHGvO,Flashing Lights,"Kanye West, Dwele",Graduation,https://i.scdn.co/image/ab67616d00001e0226f7f19c7f0381e56156c94a,237506
4HSAJpNocVNJbwbQvtCMdO,Signs,"Snoop Dogg, Charlie Wilson, Justin Timberlake",R&G (Rhythm & Gangsta): The Masterpiece,https://i.scdn.co/image/ab67616d00001e02e803716268c173c3f9a0c057,236480
5SkRLpaGtvYPhw02vZhQQ9,All Falls Down,"Kanye West, Syleena Johnson",The College Dropout,https://i.scdn.co/image/ab67616d00001e0225b055377757b3cdd6f26b78,223506
3mvYQKm8h6M5K5h0nVPY9S,After Dark (feat. Static Major & Ty Dolla $ign),"Drake, Static Major, Ty Dolla $ign",Scorpion,https://i.scdn.co/image/ab67616d00001e02f907de96b9a4fbc04accc0d5,289560
3thNB1fmi1wuhJ1vWCRuNz,Redemption (feat. SZA),"Jay Rock, SZA",Redemption,https://i.scdn.co/image/ab67616d00001e02c30d59775ce5ef3f59138f59,211613
0NjW4SKY3gbfl2orl1p8hr,IFHY (feat. Pharrell),"Tyler, The Creator, Pharrell Williams",Wolf,https://i.scdn.co/image/ab67616d00001e0222007a4aa8a55fe7b1de5632,319253
45wneA2j0Z0WMnYNDO6Ad0,Back & Forth,Aaliyah,Age Ain't Nothing But A Number,https://i.scdn.co/image/ab67616d00001e0271aaf1ce904c974ed4efc0c8,231093
1eUGmzzvahJjOSWgDHuRlv,Girl With The Tattoo Enter.lewd,Miguel,All I Want Is You,https://i.scdn.co/image/ab67616d00001e02d5a8395b0d80b8c48a5d851c,102813
4HG1YiGBseVKzjyKcmAJen,Summer Games,Drake,Scorpion,https://i.scdn.co/image/ab67616d00001e02f907de96b9a4fbc04accc0d5,247893
2ZWlPOoWh0626oTaHrnl2a,Ivy,Frank Ocean,Blonde,https://i.scdn.co/image/ab67616d00001e02c5649add07ed3720be9d5526,249191
2FOX5q9f1ZZHyePbdkt5WT,Beyond Love,Beach House,Depression Cherry,https://i.scdn.co/image/ab67616d00001e0202859310b61e59756abb90ad,265186
2aPTvyE09vUCRwVvj0I8WK,Sundress,A$AP Rocky,Sundress,https://i.scdn.co/image/ab67616d00001e021ae967e4a02c7a39eb3c189b,158205
22MPIMPsoi0vd46wsbpzfE,Jesus Freak Lighter,Blood Orange,Jesus Freak Lighter,https://i.scdn.co/image/ab67616d00001e024d5caf410f05c73301e83a63,152380
0smgkpVia3VCXgY4qhVJvp,Guilty Conscience,070 Shake,Modus Vivendi,https://i.scdn.co/image/ab67616d00001e0220921767dd81e8f90ef9fc71,213333
3nAq2hCr1oWsIU54tS98pL,Waves,Kanye West,The Life Of Pablo,https://i.scdn.co/image/ab67616d00001e022a7db835b912dc5014bd37f4,181573
5QvBXUm5MglLJ3iBfTX2Wo,RUNNING OUT OF TIME,"Tyler, The Creator",IGOR,https://i.scdn.co/image/ab67616d00001e027005885df706891a3c182a57,177226
2LtCEKs68u3RpNh4wybCF8,Hotel,Montell Fish,Her Love Still Haunts Me Like a Ghost,https://i.scdn.co/image/ab67616d00001e02f46e995aa84c6eb1080100a4,197333
2vtmY2mSccRzKGjtcHSzI3,Diet Mountain Dew,Lana Del Rey,Born To Die - The Paradise Edition,https://i.scdn.co/image/ab67616d00001e02ebc8cfac8b586bc475b04918,222920
1AtFSBJibfaqfiOByQCwZ5,Small girl (feat. 도경수(D.O.)),"이영지, 도경수",16 Fantasy,https://i.scdn.co/image/ab67616d00001e02aa8e7da62fbfae5cb65f8e55,189706
351KkakA2YtGEXqSEIIasy,Supernova,aespa,Supernova,https://i.scdn.co/image/ab67616d00001e02d2ab7b4a8d0adf91b2167543,178880
3pDGJRDN3p6kCNZcD97FYY,Cosmic,Red Velvet,Cosmic,https://i.scdn.co/image/ab67616d00001e02a54b93bff4827437f56b7896,225864
7yRW1NpgQzFDQbkHat2lxQ,ABCD,나연,NA,https://i.scdn.co/image/ab67616d00001e02159a01a07fe294d4a44a59dd,162840
5eWcGfUCrVFMoYskyfkEPE,Armageddon,aespa,Armageddon - The 1st Album,https://i.scdn.co/image/ab67616d00001e020fc598038040859794c600e2,196466
2nRMW95dnOILirpjbksLTs,Never Let Go,정국,Never Let Go,https://i.scdn.co/image/ab67616d00001e02083f5a45d93b57cb65a97b83,166812
5juCu4WFTFRZ2XilopAMTy,밤양갱,비비,밤양갱,https://i.scdn.co/image/ab67616d00001e02c5543b3cce74f3edafcc8f59,146197
5XWlyfo0kZ8LF7VSyfS4Ew,Drama,aespa,Drama - The 4th Mini Album,https://i.scdn.co/image/ab67616d00001e02c54e39f2ae0dd10731f93c08,214973
0UTtK6hregIBOsefavRI26,홀씨,아이유,The Winning,https://i.scdn.co/image/ab67616d00001e025048ed32fafe7b9a50d0e410,190786
2gyCwrOcC6JBoaJ8JGJ7T8,To. X,태연,To. X - The 5th Mini Album,https://i.scdn.co/image/ab67616d00001e02ed4dcfaf5f63938ecd6c4d59,170386
0VPFT123HKoQ2J6ipeDcI1,Standing Next to You (USHER Remix),"정국, USHER",Standing Next to You (USHER Remix),https://i.scdn.co/image/ab67616d00001e02c9912de0a8a9a44b450318e4,214760
5Avril3IZ26DPVFHbJX8o6,Seven (feat. Latto),"정국, Latto",Seven (feat. Latto),https://i.scdn.co/image/ab67616d00001e02bf5cce5a0e1ed03a626bdd74,184160
1gXBi2I04CLJkTQnhNfEJT,Weight in Gold,Gallant,Ology,https://i.scdn.co/image/ab67616d00001e020927d398418d8dae1443e34e,203813
3z9s9hp6ouAxH0IUojkC6L,LOVE BLOSSOM (러브블러썸),케이윌,The 3rd Album Part.2 'Love Blossom (러브블러썸)',https://i.scdn.co/image/ab67616d00001e0261bd11d3c300a9053672e1b1,215616
0Ebot4LzRKFpNmlW0gkqe6,봄날의 기억,비투비,Remember that,https://i.scdn.co/image/ab67616d00001e02eacd9ddbc86f245b9b65e134,249745
6YOXdy9jShw66iOnBzQMKv,봄인가 봐 (Spring Love),"웬디, 에릭남",봄인가 봐 Spring Love - SM STATION,https://i.scdn.co/image/ab67616d00001e02c2220e622cd370a4237727f8,198749
2vqbApjmIGDYunVMD4hXBB,"너, 너 (N번째 연애 X 휘인 (Whee In))",휘인,"너, 너 (N번째 연애 X 휘인 (Whee In))",https://i.scdn.co/image/ab67616d00001e02ceb44d95b343cf5ae31df9ac,271213
5sVe5IYLPuarlUiLOT6cFe,내사람,SG 워너비,The 3rd Masterpiece,https://i.scdn.co/image/ab67616d00001e02f440617be17b769d41c9e49a,298162
3AblMxPcKPDSODskCzJBEE,언젠가 (SOMEDAY),비투비,Feel'eM,https://i.scdn.co/image/ab67616d00001e02caa4628eb3b716d518f90feb,287583
1z7Se5atTjuRjmRkONnHKs,꽃이 핀다,케이윌,[RE:],https://i.scdn.co/image/ab67616d00001e02760686b872fbc11247d6f3ad,234920
2zlgwqw8BLX2JGB76LIFeF,그리워하다,비투비,Brother Act.,https://i.scdn.co/image/ab67616d00001e0217477a7434c66ac5548b6ab7,236829
2XaGO56qH03kX7MHLCHiw2,PARADISE,육성재,Piece of BTOB Vol.6,https://i.scdn.co/image/ab67616d00001e0211e2aeeecfe0dec884ead9d5,227861
0KVClXxsZEKkyWRNXeRFrE,내 손을 잡아,아이유,최고의 사랑 OST Part.4,https://i.scdn.co/image/ab67616d00001e02f1efb467ac4c748630ffd22f,195216
5rZN0PP6xZsf5SWxkpMm7k,우연히 봄,"로꼬, 유주","냄새를 보는 소녀 (Original Television Soundtrack), Pt.2",https://i.scdn.co/image/ab67616d00001e02c29f93bd445c533d682296ed,201000
3hvWpX7wY89END0v5M0XJX,그립고 그립고 그립다,케이윌,그립고 그립고 그립다.,https://i.scdn.co/image/ab67616d00001e0293f1c6032920f43bfc6e95b1,257566
6HyuufaEeIcdajh1tHHVEQ,니가 필요해 (I NEED YOU),케이윌,니가 필요해,https://i.scdn.co/image/ab67616d00001e020c762acb85f7fe0a0c1ea5e0,217808
6oAHHl93XiWHglVLI4SfBX,가슴이 뛴다,케이윌,가슴이 뛴다,https://i.scdn.co/image/ab67616d00001e02d60b9e77256ecfefc24b10ba,210426
5rGMxvUu4su0Vg3BaV9BGe,시간을 거슬러 (낮에 뜨는 달 X 케이윌),케이윌,시간을 거슬러 (낮에 뜨는 달 X 케이윌),https://i.scdn.co/image/ab67616d00001e02a117d85f6c294b322bb23a7c,225120
5NkpsRKvSBukdYQtl3WLZW,태양의 후예 (Original Television Soundtrack) Pt.6 - 말해! 뭐해?,케이윌,태양의 후예 (Original Television Soundtrack) Pt.6 - 말해! 뭐해?,https://i.scdn.co/image/ab67616d00001e0209a2ff74f461003a4d33b2bc,216555
5dh87xGcp4YqDFBc86Mh47,이러지마 제발 (PLEASE DON’T…),케이윌,The 3rd Album Part.1,https://i.scdn.co/image/ab67616d00001e021b768cdd327e8efa59a94f25,212976
5zWWdqa4BF8tjygCS8E3rO,촌스럽게 왜 이래 (YOU DON’T KNOW LOVE),케이윌,Will in FALL,https://i.scdn.co/image/ab67616d00001e028914c4df29fec0c2d8cf7df6,233900
1IdM9JrXYuMYiTdM983oH4,봄 사랑 벚꽃 말고,"하이포, 아이유",봄 사랑 벚꽃 말고,https://i.scdn.co/image/ab67616d00001e02762badbc5b89a2fa65d13f67,195265
0g1AmSKokPboFrxmG1dxKx,썸 (feat. 릴보이),"소유, 정기고, 릴보이",썸,https://i.scdn.co/image/ab67616d00001e0261166666e32b86c3e9a7b78b,211374
1t2qYCAjUAoGfeFeoBlK51,Black Mamba,aespa,Black Mamba,https://i.scdn.co/image/ab67616d00001e026f248f7695eb544a3a1955c5,174933
0yB4jrSwN0bFtFRDR5vyMj,Love Shot,EXO,LOVE SHOT– The 5th Album Repackage,https://i.scdn.co/image/ab67616d00001e02f7da7c0f322b7a1c95190d92,200306
7pm5uhK7xiEM9fQvuCE78l,심쿵해 (HEART ATTACK),AOA,Heart Attack,https://i.scdn.co/image/ab67616d00001e023bab219d2c91bbfc6fe6fec9,196522
05G51ez5Z73NRE0l2QtZfH,단발머리 (SHORT HAIR),AOA,단발머리,https://i.scdn.co/image/ab67616d00001e023f5721ce0a6f6c072a2969e6,214588
548FKDwnyPFkfWmtoK6ETA,사뿐사뿐,AOA,사뿐사뿐,https://i.scdn.co/image/ab67616d00001e02f95a5985be3ec564ae6aaa05,219533
6Yj8kVuVR3UPxx9r5eFEoV,짧은 치마 (MINISKIRT),AOA,짧은 치마,https://i.scdn.co/image/ab67616d00001e0236adcea4e93245f1fec547df,179808
